SITE_NAME;FREQUENCE;BEGIN;END; DAY ;KWH_PERIOD;PERIOD_EUR
0188BB;11709;01/02/2018;28/02/2018;27;1529;153,43
0188BB;11709;01/03/2018;31/03/2018;30;1691;167,13
0188BB;11709;01/04/2018;30/04/2018;29;1765;173,52
0188BB;11709;01/05/2018;31/05/2018;30;1852;180,87
0188BB;11709;01/06/2018;30/06/2018;29;1827;178,72
0188BB;11709;01/07/2018;31/07/2018;30;1940;188,43
0188BB;11709;01/08/2018;31/08/2018;30;1978;191,64
0188BB;11709;01/09/2018;30/09/2018;29;1792;177,3
0188BB;11709;01/10/2018;31/10/2018;30;1809;178,68
0188BB;11709;01/11/2018;30/11/2018;29;1729;196,38
0188BB;11709;01/12/2018;31/12/2018;30;1689;168,4
0188BB;11709;01/01/2019;31/01/2019;30;1673;163,65
0188BB;11709;01/02/2019;28/02/2019;27;1543;153,11
0188BB;11709;01/03/2019;31/03/2019;30;1727;168,21
0188BB;11709;01/04/2019;30/04/2019;29;1748;169,78
0188BB;11709;01/05/2019;31/05/2019;30;1811;174,94
0188BB;11709;01/06/2019;30/06/2019;29;1872;180,13
0188BB;11709;01/07/2019;31/07/2019;30;1907;182,97
0188BB;11709;01/08/2019;31/08/2019;30;1941;185,74
0188BB;11709;01/09/2019;30/09/2019;29;1789;173,21
0188BB;11709;01/10/2019;31/10/2019;30;1810;211,66
0188BB;11709;01/11/2019;30/11/2019;29;1686;175,51
0188BB;11709;01/12/2019;31/12/2019;30;1709;178,55
0188BB;11709;01/01/2020;31/01/2020;30;1700;214,7
0188BB;11709;01/02/2020;29/02/2020;28;1591;202,61
0188BB;11709;01/03/2020;31/03/2020;30;1721;216,97
0188BB;11709;01/04/2020;30/04/2020;29;1832;223,24
0188BB;11709;01/05/2020;31/05/2020;30;1897;231,57
0188BB;11709;01/06/2020;30/06/2020;29;1905;230,38
0188BB;11709;01/07/2020;31/07/2020;30;2062;246,09
0188BB;11709;01/08/2020;31/08/2020;30;2102;249,84
0188BB;11709;01/09/2020;30/09/2020;29;1987;238,56
0188BB;11709;01/10/2020;31/10/2020;30;2135;255,15
0188BB;11709;01/11/2020;30/11/2020;29;2040;208,54
0188BR;11720;01/01/2018;31/03/2018;89;6437;886,34
0188BR;11720;01/04/2018;30/06/2018;90;6355;878,34
0188BR;11720;01/07/2018;30/09/2018;91;7052;799,94
0188BR;11720;01/10/2018;31/12/2018;91;6387;732,68
0188BR;11720;01/01/2019;31/03/2019;89;6368;894,11
0188BR;11720;01/04/2019;30/06/2019;90;6016;1052,2
0188BR;11720;01/07/2019;30/09/2019;91;6909;1190,34
0188BR;11720;01/10/2019;31/12/2019;91;6398;816,76
0188BR;11720;01/01/2020;31/03/2020;90;6293;867,94
0188BR;11720;01/04/2020;30/06/2020;90;6437;919,6
0188BR;11720;01/07/2020;30/09/2020;91;6449;874,36
0188KO;11755;01/01/2018;31/01/2018;30;816;112,78
0188KO;11755;01/02/2018;28/02/2018;27;766;108,04
0188KO;11755;01/03/2018;31/03/2018;30;842;115,25
0188KO;11755;01/04/2018;30/04/2018;29;852;116,14
0188KO;11755;01/05/2018;31/05/2018;30;901;120,78
0188KO;11755;01/06/2018;30/06/2018;29;882;119
0188KO;11755;01/07/2018;31/07/2018;30;939;124,5
0188KO;11755;01/08/2018;31/08/2018;30;867;117,68
0188KO;11755;01/09/2018;30/09/2018;29;648;97,33
0188KO;11755;01/10/2018;31/10/2018;30;667;99,13
0188KO;11755;01/11/2018;30/11/2018;29;643;96,83
0188KO;11755;01/12/2018;31/12/2018;30;935;124,84
0188KO;11755;01/01/2019;31/01/2019;30;1286;175
0188KO;11755;01/02/2019;28/02/2019;27;1168;162,18
0188KO;11755;01/03/2019;31/03/2019;30;1317;178,26
0188KO;11755;01/04/2019;30/04/2019;29;1350;277,7
0188KO;11755;01/05/2019;31/05/2019;30;1357;182,64
0188KO;11755;01/06/2019;30/06/2019;29;1321;178,71
0188KO;11755;01/07/2019;31/07/2019;30;1343;181,07
0188KO;11755;01/08/2019;31/08/2019;30;1343;181,07
0188KO;11755;01/09/2019;30/09/2019;29;1280;174,32
0188KO;11755;01/10/2019;31/10/2019;30;1321;178,71
0188KO;11755;01/11/2019;30/11/2019;29;1280;174,32
0188KO;11755;01/12/2019;31/12/2019;30;1328;179,5
0188KO;11755;01/01/2020;31/01/2020;30;1325;175,7
0188KO;11755;01/02/2020;29/02/2020;28;1252;168,12
0188KO;11755;01/03/2020;31/03/2020;30;1334;176,68
0188KO;11755;01/04/2020;30/04/2020;29;1289;171,91
0188KO;11755;01/05/2020;31/05/2020;30;1340;177,22
0188KO;11755;01/06/2020;30/06/2020;29;1290;172,02
0188KO;11755;01/07/2020;31/07/2020;30;1343;177,54
0188KO;11755;01/08/2020;31/08/2020;30;1346;177,87
0188KO;11755;01/09/2020;30/09/2020;29;1286;171,7
0188KO;11755;01/10/2020;31/10/2020;30;1227;165,52
0188KO;11755;01/11/2020;30/11/2020;29;959;99,84
0189BB;11757;01/01/2018;31/12/2018;364;19022;2635,89
0189BB;11757;01/01/2019;31/12/2019;364;17559;2418,04
0189BR;11768;01/01/2018;31/03/2018;89;6474;719,98
0189BR;11768;01/04/2018;30/06/2018;90;6706;742,45
0189BR;11768;01/07/2018;30/09/2018;91;6863;789,3
0189BR;11768;01/10/2018;31/12/2018;91;7090;771,21
0189BR;11768;01/01/2019;31/03/2019;89;6663;826,77
0189BR;11768;01/04/2019;30/06/2019;90;6812;925,02
0189BR;11768;01/07/2019;30/09/2019;91;6895;896,35
0189BR;11768;01/10/2019;31/12/2019;91;7327;909,75
0189BR;11768;01/01/2020;31/03/2020;90;6414;777,98
0189BR;11768;01/04/2020;30/06/2020;90;6787;857,2
0189BR;11768;01/07/2020;30/09/2020;91;6925;898,07
0190BB;11789;01/01/2018;31/12/2018;364;18838;2542,33
0190BB;11789;01/01/2019;30/04/2019;119;6074;792,02
0190BB;11789;01/05/2019;31/05/2019;30;1546;201,61
0190BB;11789;01/06/2019;30/06/2019;29;1571;199,53
0190BB;11789;01/07/2019;31/07/2019;30;1601;202,78
0190BB;11789;01/08/2019;31/08/2019;30;1606;203,42
0190BB;11789;01/09/2019;30/09/2019;29;1512;191,55
0190BB;11789;01/10/2019;31/10/2019;30;1560;197,02
0190BB;11789;01/11/2019;30/11/2019;29;1500;189,71
0190BB;11789;01/12/2019;31/12/2019;30;1581;199,2
0190BB;11789;01/01/2020;31/01/2020;30;1606;244,64
0190BB;11789;01/02/2020;29/02/2020;28;1466;224,61
0190BB;11789;01/03/2020;31/03/2020;30;1565;239,17
0190BB;11789;01/04/2020;30/04/2020;29;1506;230,05
0190BB;11789;01/05/2020;31/05/2020;30;1552;236,96
0190BB;11789;01/06/2020;30/06/2020;29;1531;234,02
0190BB;11789;01/07/2020;31/07/2020;30;1596;243,72
0190BB;11789;01/08/2020;31/08/2020;30;1531;232,8
0190BB;11789;01/09/2020;30/09/2020;29;1374;207,86
0190BB;11789;01/10/2020;31/10/2020;30;1392;208,87
0190BB;11789;01/11/2020;30/11/2020;29;1312;181,75
0190BR;11824;01/01/2018;31/01/2018;30;1474;164,65
0190BR;11824;01/02/2018;28/02/2018;27;1382;155,75
0190BR;11824;01/03/2018;31/03/2018;30;1496;166,52
0190BR;11824;01/04/2018;30/04/2018;29;1463;163
0190BR;11824;01/05/2018;31/05/2018;30;1572;182,53
0190BR;11824;01/06/2018;30/06/2018;29;1519;166,88
0190BR;11824;01/07/2018;31/07/2018;30;1594;173,37
0190BR;11824;01/08/2018;31/08/2018;30;1658;177,97
0190BR;11824;01/09/2018;30/09/2018;29;1485;165,89
0190BR;11824;01/10/2018;31/10/2018;30;1495;167,66
0190BR;11824;01/11/2018;30/11/2018;29;1439;162,67
0190BR;11824;01/12/2018;31/12/2018;30;1492;167,62
0190BR;11824;01/01/2019;31/01/2019;30;1506;165,55
0190BR;11824;01/02/2019;28/02/2019;27;1346;150,94
0190BR;11824;01/03/2019;31/03/2019;30;1484;163,59
0190BR;11824;01/04/2019;30/04/2019;29;1444;159,77
0190BR;11824;01/05/2019;31/05/2019;30;1492;164,17
0190BR;11824;01/06/2019;30/06/2019;29;1607;170,99
0190BR;11824;01/07/2019;31/07/2019;30;1613;172,46
0190BR;11824;01/08/2019;31/08/2019;30;1709;181,23
0190BR;11824;01/09/2019;30/09/2019;29;1955;206,06
0190BR;11824;01/10/2019;31/10/2019;30;2343;240,53
0190BR;11824;01/11/2019;30/11/2019;29;2145;214,65
0190BR;11824;01/12/2019;31/12/2019;30;2527;243
0190BR;11824;01/01/2020;31/01/2020;30;2586;300,16
0190BR;11824;01/02/2020;29/02/2020;28;2434;284,11
0190BR;11824;01/03/2020;31/03/2020;30;2607;300,74
0190BR;11824;01/04/2020;30/04/2020;29;2623;302,27
0190BR;11824;01/05/2020;31/05/2020;30;2693;309,65
0190BR;11824;01/06/2020;30/06/2020;29;2602;300,2
0190BR;11824;01/07/2020;31/07/2020;30;2729;341,22
0190BR;11824;01/08/2020;31/08/2020;30;2756;316,31
0190BR;11824;01/09/2020;30/09/2020;29;2617;301,83
0190BR;11824;01/10/2020;31/10/2020;30;2697;310,18
0190BR;11824;01/11/2020;30/11/2020;29;2602;300,2
0190KO;11859;01/01/2018;31/01/2018;30;966;122,39
0190KO;11859;01/02/2018;28/02/2018;27;929;117,93
0190KO;11859;01/03/2018;31/03/2018;30;953;120,82
0190KO;11859;01/04/2018;30/04/2018;29;822;105,04
0190KO;11859;01/05/2018;31/05/2018;30;853;108,77
0190KO;11859;01/06/2018;30/06/2018;29;835;106,6
0190KO;11859;01/07/2018;31/07/2018;30;876;111,61
0190KO;11859;01/08/2018;31/08/2018;30;903;114,86
0190KO;11859;01/09/2018;30/09/2018;29;835;107,32
0190KO;11859;01/10/2018;31/10/2018;30;851;109,26
0190KO;11859;01/11/2018;30/11/2018;29;870;111,57
0190KO;11859;01/12/2018;31/12/2018;30;968;123,46
0190KO;11859;01/01/2019;31/01/2019;30;1033;144,1
0190KO;11859;01/02/2019;28/02/2019;27;837;117,92
0190KO;11859;01/03/2019;31/03/2019;30;867;121,92
0190KO;11859;01/04/2019;30/04/2019;29;1197;166,02
0190KO;11859;01/05/2019;31/05/2019;30;854;120,19
0190KO;11859;01/06/2019;30/06/2019;29;870;122,33
0190KO;11859;01/07/2019;31/07/2019;30;881;123,79
0190KO;11859;01/08/2019;31/08/2019;30;894;125,53
0190KO;11859;01/09/2019;30/09/2019;29;834;117,51
0190KO;11859;01/10/2019;31/10/2019;30;859;120,86
0190KO;11859;01/11/2019;30/11/2019;29;819;115,51
0190KO;11859;01/12/2019;31/12/2019;30;930;130,34
0190KO;11859;01/01/2020;31/01/2020;30;968;135,04
0190KO;11859;01/02/2020;29/02/2020;28;846;118,88
0190KO;11859;01/03/2020;31/03/2020;30;882;123,65
0190KO;11859;01/04/2020;30/04/2020;29;828;116,5
0190KO;11859;01/05/2020;31/05/2020;30;852;119,68
0190KO;11859;01/06/2020;30/06/2020;29;847;119,02
0190KO;11859;01/07/2020;31/07/2020;30;876;122,86
0190KO;11859;01/08/2020;31/08/2020;30;886;124,18
0190KO;11859;01/09/2020;30/09/2020;29;896;125,51
0190KO;11859;01/10/2020;31/10/2020;30;1108;153,59
0190KO;11859;01/11/2020;30/11/2020;29;1149;152,21
0191BB;11861;01/01/2018;31/12/2018;364;12232;1781,71
0191BB;11861;01/01/2019;31/12/2019;364;12269;1759,66
0191BR;11896;01/01/2018;31/01/2018;30;2070;228,88
0191BR;11896;01/02/2018;28/02/2018;27;1870;207,73
0191BR;11896;01/03/2018;31/03/2018;30;2079;229,83
0191BR;11896;01/04/2018;30/04/2018;29;2054;227,04
0191BR;11896;01/05/2018;31/05/2018;30;2143;236,37
0191BR;11896;01/06/2018;30/06/2018;29;2082;229,88
0191BR;11896;01/07/2018;31/07/2018;30;2158;238,02
0191BR;11896;01/08/2018;31/08/2018;30;2168;239,06
0191BR;11896;01/09/2018;30/09/2018;29;2069;230,32
0191BR;11896;01/10/2018;31/10/2018;30;2118;235,56
0191BR;11896;01/11/2018;30/11/2018;29;2030;226,23
0191BR;11896;01/12/2018;31/12/2018;30;2076;231,2
0191BR;11896;01/01/2019;31/01/2019;30;2076;225,77
0191BR;11896;01/02/2019;28/02/2019;27;1887;206,08
0191BR;11896;01/03/2019;31/03/2019;30;2103;228,48
0191BR;11896;01/04/2019;30/04/2019;29;2051;223,03
0191BR;11896;01/05/2019;31/05/2019;30;2126;230,79
0191BR;11896;01/06/2019;30/06/2019;29;2115;229,49
0191BR;11896;01/07/2019;31/07/2019;30;2186;236,62
0191BR;11896;01/08/2019;31/08/2019;30;2346;250,42
0191BR;11896;01/09/2019;30/09/2019;29;2194;234,95
0191BR;11896;01/10/2019;31/10/2019;30;2232;238,94
0191BR;11896;01/11/2019;30/11/2019;29;2131;228,64
0191BR;11896;01/12/2019;31/12/2019;30;2488;263,39
0191BR;11896;01/01/2020;31/01/2020;30;2498;315,46
0191BR;11896;01/02/2020;29/02/2020;28;2361;298,7
0191BR;11896;01/03/2020;31/03/2020;30;2594;325,59
0191BR;11896;01/04/2020;30/04/2020;29;2630;329,97
0191BR;11896;01/05/2020;31/05/2020;30;2717;340,56
0191BR;11896;01/06/2020;30/06/2020;29;2665;334,23
0191BR;11896;01/07/2020;31/07/2020;30;2875;359,79
0191BR;11896;01/08/2020;31/08/2020;30;2883;360,76
0191BR;11896;01/09/2020;30/09/2020;29;2760;345,79
0191BR;11896;01/10/2020;31/10/2020;30;2768;346,77
0191BR;11896;01/11/2020;30/11/2020;29;2641;321,4
0192BR;11906;01/01/2018;31/03/2018;89;3922;333,37
0192BR;11906;01/04/2018;30/09/2018;182;7979;675,82
0192BR;11906;01/10/2018;31/12/2018;91;4030;363,51
0192BR;11906;01/01/2019;31/03/2019;89;3692;377,32
0192BR;11906;01/04/2019;30/06/2019;90;3915;337,08
0192BR;11906;01/07/2019;30/09/2019;91;4307;362,22
0192BR;11906;01/10/2019;31/12/2019;91;4048;341,65
0192BR;11906;01/01/2020;31/03/2020;90;4097;341,89
0192BR;11906;01/04/2020;30/06/2020;90;4499;375,22
0192BR;11906;01/07/2020;30/09/2020;91;4737;390,8
0192KO;11941;01/01/2018;31/01/2018;30;5116;629,6
0192KO;11941;01/02/2018;28/02/2018;27;4648;573,21
0192KO;11941;01/03/2018;31/03/2018;30;4961;610,92
0192KO;11941;01/04/2018;30/04/2018;29;4498;555,14
0192KO;11941;01/05/2018;31/05/2018;30;4722;582,13
0192KO;11941;01/06/2018;30/06/2018;29;4569;563,69
0192KO;11941;01/07/2018;31/07/2018;30;4776;588,97
0192KO;11941;01/08/2018;31/08/2018;30;4811;593,19
0192KO;11941;01/09/2018;30/09/2018;29;4536;563,6
0192KO;11941;01/10/2018;31/10/2018;30;4716;585,44
0192KO;11941;01/11/2018;30/11/2018;29;4546;564,82
0192KO;11941;01/12/2018;31/12/2018;30;5262;651,7
0192KO;11941;01/01/2019;31/01/2019;30;4954;675,3
0192KO;11941;01/02/2019;28/02/2019;27;4173;570,95
0192KO;11941;01/03/2019;31/03/2019;30;4623;631,07
0192KO;11941;01/04/2019;30/04/2019;29;4499;614,5
0192KO;11941;01/05/2019;31/05/2019;30;4663;636,42
0192KO;11941;01/06/2019;30/06/2019;29;4701;641,49
0192KO;11941;01/07/2019;31/07/2019;30;4760;649,38
0192KO;11941;01/08/2019;31/08/2019;30;4315;589,92
0192KO;11941;01/09/2019;30/09/2019;29;3894;533,67
0192KO;11941;01/10/2019;31/10/2019;30;3991;546,63
0192KO;11941;01/11/2019;30/11/2019;29;3837;526,05
0192KO;11941;01/12/2019;31/12/2019;30;4156;568,67
0192KO;11941;01/01/2020;31/01/2020;30;4132;562,36
0192KO;11941;01/02/2020;29/02/2020;28;4024;548,06
0192KO;11941;01/03/2020;31/03/2020;30;3950;538,21
0192KO;11941;01/04/2020;30/04/2020;29;3849;524,87
0192KO;11941;01/05/2020;31/05/2020;30;3971;541,03
0192KO;11941;01/06/2020;30/06/2020;29;3883;529,38
0192KO;11941;01/07/2020;31/07/2020;30;4038;549,91
0192KO;11941;01/08/2020;31/08/2020;30;4064;553,35
0192KO;11941;01/09/2020;30/09/2020;29;3849;524,87
0192KO;11941;01/10/2020;31/10/2020;30;3944;537,46
0192KO;11941;01/11/2020;30/11/2020;29;3884;529,51
0193BB;11976;01/01/2018;31/01/2018;30;1087;157,35
0193BB;11976;01/02/2018;28/02/2018;27;1019;148,72
0193BB;11976;01/03/2018;31/03/2018;30;1103;159,15
0193BB;11976;01/04/2018;30/04/2018;29;1051;137,94
0193BB;11976;01/05/2018;31/05/2018;30;1091;143,19
0193BB;11976;01/06/2018;30/06/2018;29;1068;140,34
0193BB;11976;01/07/2018;31/07/2018;30;1124;147,76
0193BB;11976;01/08/2018;31/08/2018;30;1149;151,28
0193BB;11976;01/09/2018;30/09/2018;29;1062;140,35
0193BB;11976;01/10/2018;31/10/2018;30;1086;143
0193BB;11976;01/11/2018;30/11/2018;29;1054;139,07
0193BB;11976;01/12/2018;31/12/2018;30;1786;231,33
0193BB;11976;01/01/2019;31/01/2019;30;1896;233,93
0193BB;11976;01/02/2019;28/02/2019;27;1734;214,83
0193BB;11976;01/03/2019;31/03/2019;30;1908;236,17
0193BB;11976;01/04/2019;30/04/2019;29;1843;227,62
0193BB;11976;01/05/2019;31/05/2019;30;1903;234,59
0193BB;11976;01/06/2019;30/06/2019;29;1895;232,84
0193BB;11976;01/07/2019;31/07/2019;30;1977;244,02
0193BB;11976;01/08/2019;31/08/2019;30;1754;217,33
0193BB;11976;01/09/2019;30/09/2019;29;1324;165,49
0193BB;11976;01/10/2019;31/10/2019;30;1356;169,16
0193BB;11976;01/11/2019;30/11/2019;29;1296;161,99
0193BB;11976;01/12/2019;31/12/2019;30;1348;168,23
0193BB;11976;01/01/2020;31/01/2020;30;1358;195,03
0193BB;11976;01/02/2020;29/02/2020;28;1280;184,26
0193BB;11976;01/03/2020;31/03/2020;30;1344;193,05
0193BB;11976;01/04/2020;30/04/2020;29;1300;186,32
0193BB;11976;01/05/2020;31/05/2020;30;1348;192,86
0193BB;11976;01/06/2020;30/06/2020;29;1324;189,69
0193BB;11976;01/07/2020;31/07/2020;30;1404;199,86
0193BB;11976;01/08/2020;31/08/2020;30;1414;202,56
0193BB;11976;01/09/2020;30/09/2020;29;1328;190,4
0193BB;11976;01/10/2020;31/10/2020;30;1348;192,86
0193BB;11976;01/11/2020;30/11/2020;29;1296;178,63
0193BR;11979;01/01/2018;12/09/2018;254;18938;2197,09
0193BR;11979;13/09/2018;31/12/2018;109;7917;927,18
0193BR;11979;01/01/2019;31/12/2019;364;26591;3041,8
0193KO;12014;01/01/2018;31/01/2018;30;898;120,48
0193KO;12014;01/02/2018;28/02/2018;27;832;114,26
0193KO;12014;01/03/2018;31/03/2018;30;921;122,75
0193KO;12014;01/04/2018;30/04/2018;29;908;121,47
0193KO;12014;01/05/2018;31/05/2018;30;969;127,3
0193KO;12014;01/06/2018;30/06/2018;29;950;125,42
0193KO;12014;01/07/2018;31/07/2018;30;1026;132,8
0193KO;12014;01/08/2018;31/08/2018;30;1085;138,34
0193KO;12014;01/09/2018;30/09/2018;29;1008;131,82
0193KO;12014;01/10/2018;31/10/2018;30;976;128,73
0193KO;12014;01/11/2018;30/11/2018;29;912;122,65
0193KO;12014;01/12/2018;31/12/2018;30;976;128,73
0193KO;12014;01/01/2019;31/01/2019;30;1009;144,98
0193KO;12014;01/02/2019;28/02/2019;27;812;123,74
0193KO;12014;01/03/2019;31/03/2019;30;816;124,19
0193KO;12014;01/04/2019;30/04/2019;29;796;121,94
0193KO;12014;01/05/2019;31/05/2019;30;829;125,54
0193KO;12014;01/06/2019;30/06/2019;29;806;123,06
0193KO;12014;01/07/2019;31/07/2019;30;867;129,7
0193KO;12014;01/08/2019;31/08/2019;30;1345;181,29
0193KO;12014;01/09/2019;30/09/2019;29;1298;176,24
0193KO;12014;01/10/2019;31/10/2019;30;1356;182,53
0193KO;12014;01/11/2019;30/11/2019;29;1311;177,7
0193KO;12014;01/12/2019;31/12/2019;30;1356;182,53
0193KO;12014;01/01/2020;31/01/2020;30;1355;178,84
0193KO;12014;01/02/2020;29/02/2020;28;1267;169,64
0193KO;12014;01/03/2020;31/03/2020;30;1366;179,93
0193KO;12014;01/04/2020;30/04/2020;29;1328;176,03
0193KO;12014;01/05/2020;31/05/2020;30;1373;180,68
0193KO;12014;01/06/2020;30/06/2020;29;1338;177,11
0193KO;12014;01/07/2020;31/07/2020;30;1394;182,85
0193KO;12014;01/08/2020;31/08/2020;30;1393;182,74
0193KO;12014;01/09/2020;30/09/2020;29;1337;177
0193KO;12014;01/10/2020;31/10/2020;30;1355;178,84
0193KO;12014;01/11/2020;30/11/2020;29;1306;136,01
0194BB;12038;01/01/2018;31/12/2018;364;15645;2183,6
0194BB;12038;01/01/2019;31/01/2019;30;1391;187,04
0194BB;12038;01/02/2019;28/02/2019;27;1219;155,87
0194BB;12038;01/03/2019;31/03/2019;30;1325;168,9
0194BB;12038;01/04/2019;30/04/2019;29;1287;164,38
0194BB;12038;01/05/2019;31/05/2019;30;1323;168,48
0194BB;12038;01/06/2019;30/06/2019;29;1342;171,32
0194BB;12038;01/07/2019;31/07/2019;30;1354;172,68
0194BB;12038;01/08/2019;31/08/2019;30;1370;174,75
0194BB;12038;01/09/2019;30/09/2019;29;1284;163,96
0194BB;12038;01/10/2019;31/10/2019;30;1325;168,77
0194BB;12038;01/11/2019;30/11/2019;29;1278;163,17
0194BB;12038;01/12/2019;31/12/2019;30;1351;171,58
0194BB;12038;01/01/2020;31/01/2020;30;1382;201,32
0194BB;12038;01/02/2020;29/02/2020;28;1246;182,65
0194BB;12038;01/03/2020;31/03/2020;30;1331;194,62
0194BB;12038;01/04/2020;30/04/2020;29;1286;187,8
0194BB;12038;01/05/2020;31/05/2020;30;1328;193,65
0194BB;12038;01/06/2020;30/06/2020;29;1299;189,68
0194BB;12038;01/07/2020;31/07/2020;30;1355;197,71
0194BB;12038;01/08/2020;31/08/2020;30;1591;230,04
0194BB;12038;01/09/2020;30/09/2020;29;1629;235,25
0194BB;12038;01/10/2020;31/10/2020;30;1655;238,53
0194BB;12038;01/11/2020;30/11/2020;29;1579;218,44
0194BR;12073;01/01/2018;31/01/2018;30;2524;277,6
0194BR;12073;01/02/2018;28/02/2018;27;2309;254,56
0194BR;12073;01/03/2018;31/03/2018;30;2568;281,86
0194BR;12073;01/04/2018;30/04/2018;29;2602;284,12
0194BR;12073;01/05/2018;31/05/2018;30;2789;473,9
0194BR;12073;01/06/2018;30/06/2018;29;2768;300,56
0194BR;12073;01/07/2018;31/07/2018;30;2910;315,45
0194BR;12073;01/08/2018;31/08/2018;30;2918;316,23
0194BR;12073;01/09/2018;30/09/2018;29;2593;284,92
0194BR;12073;01/10/2018;31/10/2018;30;2609;286,72
0194BR;12073;01/11/2018;30/11/2018;29;2458;270,66
0194BR;12073;01/12/2018;31/12/2018;30;2505;275,7
0194BR;12073;01/01/2019;31/01/2019;30;2481;266,67
0194BR;12073;01/02/2019;28/02/2019;27;2279;245,44
0194BR;12073;01/03/2019;31/03/2019;30;2560;274,54
0194BR;12073;01/04/2019;30/04/2019;29;2507;268,8
0194BR;12073;01/05/2019;31/05/2019;30;2607;279,11
0194BR;12073;01/06/2019;30/06/2019;29;2698;288,4
0194BR;12073;01/07/2019;31/07/2019;30;2751;293,75
0194BR;12073;01/08/2019;31/08/2019;30;2770;295,59
0194BR;12073;01/09/2019;30/09/2019;29;2574;274,94
0194BR;12073;01/10/2019;31/10/2019;30;2595;276,5
0194BR;12073;01/11/2019;30/11/2019;29;2464;262,48
0194BR;12073;01/12/2019;31/12/2019;30;2500;266,9
0194BR;12073;01/01/2020;31/01/2020;30;2456;312,97
0194BR;12073;01/02/2020;29/02/2020;28;2310;294,17
0194BR;12073;01/03/2020;31/03/2020;30;2527;319,11
0194BR;12073;01/04/2020;30/04/2020;29;2555;321,54
0194BR;12073;01/05/2020;31/05/2020;30;2645;332,38
0194BR;12073;01/06/2020;30/06/2020;29;2614;327,69
0194BR;12073;01/07/2020;31/07/2020;30;2750;343,78
0194BR;12073;01/08/2020;31/08/2020;30;2242;284,21
0194BR;12073;01/09/2020;30/09/2020;29;2095;266,41
0194BR;12073;01/10/2020;31/10/2020;30;2152;273,27
0194BR;12073;01/11/2020;30/11/2020;29;2042;251,98
0194KO;12076;01/01/2018;31/12/2018;364;7781;1112,16
0194KO;12076;01/10/2018;31/12/2018;91;0;150
0194KO;12076;01/01/2019;31/12/2019;364;8029;1110,91
0195BB;12078;01/01/2018;31/12/2018;364;9345;1370,53
0195BB;12078;01/01/2019;31/12/2019;364;9626;1394,4
0195BR;12087;01/01/2018;30/06/2018;180;7345;521,5
0195BR;12087;01/07/2018;30/09/2018;91;3810;270,51
0195BR;12087;01/10/2018;31/12/2018;91;3252;230,89
0195BR;12087;01/01/2019;30/06/2019;180;6698;475,56
0195BR;12087;01/07/2019;30/09/2019;91;3590;254,89
0195BR;12087;01/10/2019;31/12/2019;91;2934;208,31
0195BR;12087;01/01/2020;30/03/2020;89;3712;263,55
0195BR;12087;31/03/2020;30/06/2020;91;3709;263,34
0195BR;12087;01/07/2020;30/09/2020;91;3878;275,34
0195KO;12121;01/01/2018;31/01/2018;30;2125;318,75
0195KO;12121;01/02/2018;28/02/2018;27;299;37,38
0195KO;12121;01/03/2018;31/03/2018;30;1144;139,57
0195KO;12121;01/04/2018;30/04/2018;29;1352;198,74
0195KO;12121;01/05/2018;31/05/2018;30;1585;225,07
0195KO;12121;01/06/2018;30/06/2018;29;1478;218,74
0195KO;12121;01/07/2018;19/07/2018;18;1268;197,81
0195KO;12121;20/07/2018;31/08/2018;42;2679;409,89
0195KO;12121;01/09/2018;30/09/2018;29;1412;214,62
0195KO;12121;01/10/2018;18/12/2018;78;4026;547,54
0195KO;12121;19/12/2018;31/01/2019;43;1328;181,94
0195KO;12121;01/02/2019;28/02/2019;27;1309;179,33
0195KO;12121;01/03/2019;27/03/2019;26;1339;183,44
0195KO;12121;28/03/2019;29/04/2019;32;1457;236,03
0195KO;12121;30/04/2019;31/05/2019;31;1415;229,23
0195KO;12121;30/04/2019;31/05/2019;31;1415;229,23
0195KO;12121;01/06/2019;30/06/2019;29;1600;259,2
0195KO;12121;01/07/2019;31/07/2019;30;1621;262,6
0195KO;12121;01/08/2019;29/08/2019;28;1658;268,6
0195KO;12121;29/08/2019;01/10/2019;33;1603;293,35
0195KO;12121;02/10/2019;31/10/2019;29;1733;334,47
0195KO;12121;01/11/2019;30/11/2019;29;1409;271,94
0195KO;12121;01/12/2019;31/12/2019;30;1726;333,12
